,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
7153,25,51996,MORTGAGE,6.0,VENTURE,C,7000,,0,0.13,N,3
7185,23,52000,OWN,7.0,EDUCATION,A,6000,,0,0.12,N,3
7195,24,52000,MORTGAGE,9.0,VENTURE,B,11300,,0,0.22,N,3
7200,25,52000,MORTGAGE,8.0,EDUCATION,C,3900,,0,0.07,N,4
7269,25,44000,RENT,4.0,EDUCATION,A,6375,,0,0.14,N,2
7271,24,52000,MORTGAGE,2.0,MEDICAL,A,4800,,0,0.09,N,2
7272,25,18000,RENT,2.0,MEDICAL,A,6500,,1,0.36,N,3
7311,22,36000,RENT,0.0,PERSONAL,C,6500,,0,0.18,N,3
7322,26,40100,RENT,3.0,VENTURE,D,6500,,0,0.16,N,4
7353,21,62467,RENT,0.0,MEDICAL,B,6500,,0,0.1,N,4
7360,24,73000,RENT,2.0,DEBTCONSOLIDATION,A,6500,,0,0.09,N,4
7369,23,84000,RENT,4.0,VENTURE,D,6500,,0,0.08,N,3
7390,26,29000,RENT,11.0,EDUCATION,A,6600,,0,0.23,N,3
7397,22,39000,RENT,3.0,MEDICAL,B,6600,,0,0.17,N,2
7409,24,52000,RENT,3.0,HOMEIMPROVEMENT,A,6600,,0,0.13,N,3
7422,25,97000,RENT,0.0,VENTURE,A,6600,,0,0.07,N,2
7425,24,53000,MORTGAGE,4.0,VENTURE,A,15000,,0,0.28,N,2
7440,22,72321,RENT,6.0,PERSONAL,B,6650,,0,0.09,N,4
7445,26,53000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,,0,0.15,N,2
7513,22,29361,RENT,4.0,HOMEIMPROVEMENT,B,6450,,1,0.22,N,3
7520,22,24000,RENT,3.0,EDUCATION,C,6400,,0,0.27,Y,3
7525,22,29000,RENT,0.0,EDUCATION,C,6400,,0,0.22,Y,4
7530,23,30000,RENT,3.0,VENTURE,C,6400,,0,0.21,Y,3
7531,23,30000,RENT,2.0,MEDICAL,A,6400,,0,0.21,N,3
7558,23,35000,RENT,2.0,EDUCATION,C,6400,,0,0.18,N,4
7562,23,37000,RENT,4.0,DEBTCONSOLIDATION,A,6400,,0,0.17,N,4
7566,25,54000,OWN,9.0,EDUCATION,C,15000,,0,0.28,Y,4
7572,22,54000,OWN,,PERSONAL,B,25000,,0,0.46,N,3
7576,22,46300,RENT,1.0,EDUCATION,A,6400,,0,0.14,N,4
7594,24,49200,RENT,2.0,MEDICAL,D,6400,,1,0.13,N,3
7599,24,60000,RENT,2.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
7646,25,42000,RENT,6.0,VENTURE,B,6850,,0,0.16,N,4
7648,25,57000,RENT,3.0,MEDICAL,A,6850,,0,0.12,N,4
7660,25,54000,MORTGAGE,9.0,PERSONAL,C,16000,,0,0.3,N,4
7667,21,54000,MORTGAGE,4.0,PERSONAL,B,10000,,0,0.19,N,4
7688,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,3
7692,23,54000,MORTGAGE,1.0,EDUCATION,C,13650,,0,0.25,Y,2
7719,26,31000,RENT,6.0,EDUCATION,A,7000,,0,0.23,N,2
7723,24,54400,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12000,,0,0.22,Y,4
7739,26,54600,MORTGAGE,10.0,PERSONAL,B,4800,,0,0.09,N,2
7740,24,48600,MORTGAGE,1.0,EDUCATION,D,8000,,1,0.16,N,4
7741,22,33000,RENT,2.0,DEBTCONSOLIDATION,B,7000,,0,0.21,N,2
7749,22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
7773,23,54996,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,,0,0.27,N,2
7776,25,30000,RENT,0.0,EDUCATION,E,7000,,1,0.23,Y,2
7779,23,31000,RENT,7.0,HOMEIMPROVEMENT,B,7000,,1,0.23,N,3
7791,22,37740,RENT,6.0,MEDICAL,A,7000,,0,0.19,N,3
7793,22,32000,RENT,0.0,PERSONAL,D,7000,,1,0.22,Y,4
7824,23,55000,MORTGAGE,7.0,MEDICAL,A,2800,,0,0.05,N,2
7836,26,42000,RENT,10.0,DEBTCONSOLIDATION,A,7000,,0,0.17,N,2
7844,23,55000,MORTGAGE,0.0,PERSONAL,A,2000,,0,0.04,N,2
7855,23,43000,RENT,7.0,EDUCATION,E,7000,,0,0.16,N,4
7875,25,49000,MORTGAGE,1.0,EDUCATION,C,7000,,1,0.14,N,4
7895,23,55000,MORTGAGE,7.0,EDUCATION,A,15000,,0,0.27,N,4
7915,23,49500,RENT,2.0,MEDICAL,C,7000,,0,0.14,N,4
7917,24,55000,MORTGAGE,8.0,EDUCATION,B,9600,,0,0.17,N,3
7921,23,50000,RENT,8.0,VENTURE,A,7000,,0,0.14,N,2
7930,25,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8500,,0,0.15,N,2
7937,26,50026,RENT,3.0,PERSONAL,A,7000,,0,0.14,N,4
7966,24,55000,OWN,3.0,MEDICAL,B,16000,,0,0.29,N,3
7972,23,89000,RENT,7.0,EDUCATION,C,7000,,0,0.08,N,3
8007,25,55000,MORTGAGE,10.0,EDUCATION,C,15000,,0,0.27,Y,3
8022,24,35004,RENT,6.0,MEDICAL,D,7200,,0,0.21,N,2
8024,26,55000,MORTGAGE,0.0,MEDICAL,B,12500,,0,0.23,N,3
8050,25,46000,RENT,5.0,DEBTCONSOLIDATION,C,7200,,0,0.16,Y,3
8059,24,55000,MORTGAGE,8.0,PERSONAL,D,15000,,0,0.27,Y,3
8064,22,50000,RENT,6.0,DEBTCONSOLIDATION,B,7200,,0,0.14,N,4
8078,24,54996,RENT,8.0,EDUCATION,B,7200,,0,0.13,N,3
8095,24,49200,MORTGAGE,8.0,MEDICAL,E,2500,,1,0.05,N,2
8132,24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,,0,0.21,N,3
8142,25,149000,RENT,9.0,MEDICAL,A,7200,,0,0.05,N,2
8154,23,38000,RENT,1.0,MEDICAL,A,7300,,0,0.19,N,2
8173,23,56000,OWN,7.0,EDUCATION,B,20000,,0,0.36,N,3
8174,23,42000,RENT,4.0,EDUCATION,B,7400,,0,0.18,N,3
8209,23,30000,RENT,3.0,DEBTCONSOLIDATION,B,7500,,0,0.25,N,4
8221,22,33000,RENT,2.0,EDUCATION,B,7500,,0,0.23,N,4
8234,21,29004,RENT,0.0,MEDICAL,D,7500,,1,0.26,Y,2
8251,23,56500,MORTGAGE,7.0,MEDICAL,A,9800,,0,0.17,N,2
8252,23,39975,RENT,0.0,PERSONAL,C,7500,,0,0.19,Y,2
8264,26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,C,2500,,0,0.04,Y,3
8267,23,56900,MORTGAGE,7.0,MEDICAL,B,11200,,0,0.2,N,3
8282,22,57000,MORTGAGE,6.0,VENTURE,B,7200,,0,0.13,N,2
8288,21,57000,MORTGAGE,5.0,VENTURE,C,14400,,0,0.25,Y,2
8291,22,39000,RENT,1.0,VENTURE,D,7500,,1,0.19,Y,4
8296,22,45600,RENT,6.0,EDUCATION,C,7500,,0,0.16,N,4
8309,25,48659,RENT,4.0,EDUCATION,B,7500,,0,0.15,N,4
8310,23,57000,MORTGAGE,6.0,PERSONAL,A,7000,,0,0.12,N,2
8334,22,51000,RENT,6.0,EDUCATION,C,7500,,0,0.15,N,4
8338,24,51000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,,1,0.24,N,3
8353,22,52000,RENT,1.0,HOMEIMPROVEMENT,D,7500,,1,0.14,Y,4
8371,22,60000,RENT,1.0,VENTURE,B,7500,,0,0.13,N,4
8378,25,57500,MORTGAGE,5.0,MEDICAL,C,12275,,0,0.21,Y,3
8399,24,57600,MORTGAGE,9.0,VENTURE,B,6500,,0,0.11,N,2
8403,22,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4000,,0,0.07,Y,2
8407,23,57600,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,,0,0.07,N,3
8415,23,57600,MORTGAGE,0.0,VENTURE,B,1000,,0,0.02,N,2
8420,25,57700,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,,0,0.16,N,3
8437,23,116700,RENT,2.0,EDUCATION,C,7500,,0,0.06,N,4
8443,23,57996,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,2
8453,24,58000,MORTGAGE,3.0,PERSONAL,D,15000,,0,0.26,N,4
8465,26,58000,MORTGAGE,5.0,PERSONAL,A,10000,,0,0.17,N,4
8484,22,23000,RENT,2.0,EDUCATION,C,7750,,1,0.34,Y,4
8496,24,30000,RENT,6.0,EDUCATION,E,7750,,0,0.26,Y,2
8497,24,33000,RENT,2.0,VENTURE,F,7750,,1,0.23,N,2
8501,22,52000,MORTGAGE,6.0,VENTURE,D,6000,,1,0.12,Y,3
8519,24,40000,RENT,1.0,MEDICAL,A,7800,,0,0.2,N,2
8535,23,58200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,,0,0.22,N,2
8563,22,19800,RENT,4.0,MEDICAL,A,8000,,1,0.4,N,4
8567,22,59000,MORTGAGE,5.0,MEDICAL,A,6000,,0,0.1,N,2
8579,25,53000,MORTGAGE,9.0,MEDICAL,A,10625,,1,0.2,N,4
8580,22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
8591,23,23148,RENT,0.0,DEBTCONSOLIDATION,B,8000,,1,0.35,N,4
8594,22,24000,RENT,0.0,EDUCATION,A,8000,,1,0.33,N,2
8640,24,28800,RENT,5.0,MEDICAL,A,8000,,0,0.28,N,2
8643,22,59959,MORTGAGE,4.0,EDUCATION,B,6000,,0,0.1,N,3
8644,26,28800,RENT,5.0,EDUCATION,D,8000,,0,0.28,Y,3
8648,24,30000,RENT,3.0,MEDICAL,E,8000,,0,0.27,Y,2
8654,22,30000,RENT,,VENTURE,E,8000,,1,0.27,N,3
8674,21,30000,RENT,5.0,EDUCATION,B,8000,,0,0.27,N,2
8690,23,33000,RENT,4.0,EDUCATION,C,8000,,0,0.24,Y,4
8701,23,60000,MORTGAGE,6.0,EDUCATION,C,25600,,0,0.43,N,4
8709,26,35000,RENT,10.0,PERSONAL,D,8000,,0,0.23,N,3
8723,23,35004,RENT,7.0,VENTURE,A,8000,,0,0.23,N,3
8728,26,30000,RENT,6.0,HOMEIMPROVEMENT,C,8000,,1,0.27,N,3
8733,23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2
8735,23,60000,OWN,7.0,VENTURE,A,11500,,0,0.19,N,4
8752,25,31008,RENT,7.0,MEDICAL,D,8000,,1,0.26,N,3
8772,23,60000,MORTGAGE,8.0,EDUCATION,B,21000,,0,0.35,N,3
8775,26,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2000,,0,0.03,N,4
8811,25,60000,MORTGAGE,5.0,VENTURE,A,5000,,0,0.08,N,4
8831,25,60000,MORTGAGE,1.0,EDUCATION,A,4000,,0,0.07,N,4
8834,24,42000,RENT,2.0,EDUCATION,B,8000,,0,0.19,N,4
8842,22,60000,MORTGAGE,2.0,MEDICAL,A,10000,,0,0.17,N,2
8846,25,42000,RENT,3.0,EDUCATION,A,8000,,0,0.19,N,4
8852,25,42500,RENT,1.0,PERSONAL,C,8000,,0,0.19,Y,4
8854,24,60000,MORTGAGE,8.0,MEDICAL,C,21000,,0,0.35,Y,4
8858,22,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,6000,,1,0.11,N,3
8864,25,43200,RENT,10.0,VENTURE,B,8000,,0,0.19,N,3
8875,24,39000,RENT,4.0,DEBTCONSOLIDATION,C,8000,,1,0.21,N,2
8889,21,45000,RENT,5.0,EDUCATION,D,8000,,0,0.18,Y,2
8906,22,60000,MORTGAGE,2.0,PERSONAL,A,10000,,0,0.17,N,4
8914,23,48000,RENT,5.0,VENTURE,B,8000,,0,0.17,N,2
8922,23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,2
8943,24,60000,MORTGAGE,8.0,VENTURE,B,9000,,0,0.15,N,4
8952,23,60000,MORTGAGE,8.0,MEDICAL,B,10000,,0,0.17,N,3
8956,23,60000,MORTGAGE,7.0,PERSONAL,A,12000,,0,0.2,N,4
8961,26,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7200,,0,0.12,N,4
8962,23,50000,RENT,0.0,VENTURE,C,8000,,0,0.16,N,4
8972,23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,4
8978,26,60000,MORTGAGE,2.0,MEDICAL,B,5000,,0,0.08,N,4
8994,21,60000,OWN,0.0,VENTURE,D,16000,,0,0.27,N,2
8995,24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,14000,,0,0.23,N,2
9007,23,54500,RENT,2.0,DEBTCONSOLIDATION,A,8000,,0,0.15,N,2
9023,25,60000,MORTGAGE,3.0,VENTURE,A,7000,,0,0.12,N,3
9032,23,55550,RENT,7.0,DEBTCONSOLIDATION,B,8000,,0,0.14,N,3
9033,26,60000,OWN,8.0,VENTURE,A,9800,,0,0.16,N,4
9041,23,60000,MORTGAGE,7.0,EDUCATION,A,10500,,0,0.17,N,4
9055,22,60000,OWN,6.0,MEDICAL,C,10000,,0,0.17,Y,3
9059,23,58600,RENT,3.0,MEDICAL,C,8000,,0,0.14,Y,3
9060,26,54000,MORTGAGE,10.0,MEDICAL,C,10000,,1,0.19,N,3
9067,21,60000,MORTGAGE,0.0,MEDICAL,C,10000,,0,0.17,Y,4
9077,23,60000,RENT,2.0,DEBTCONSOLIDATION,B,8000,,0,0.13,N,3
9103,22,52000,RENT,3.0,EDUCATION,C,5200,,0,0.1,Y,4
9111,23,60000,MORTGAGE,4.0,EDUCATION,A,10000,,0,0.17,N,4
9134,22,36000,RENT,4.0,DEBTCONSOLIDATION,B,5075,,0,0.14,N,2
9146,23,60000,MORTGAGE,0.0,MEDICAL,A,5000,,0,0.08,N,2
9157,22,15000,RENT,0.0,VENTURE,D,5000,,1,0.33,Y,4
9163,22,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,22750,,1,0.42,Y,2
9167,23,60000,MORTGAGE,6.0,PERSONAL,A,3350,,0,0.06,N,4
9175,26,16800,RENT,0.0,EDUCATION,B,5000,,1,0.3,N,4
9192,24,19200,RENT,2.0,DEBTCONSOLIDATION,B,5000,,1,0.26,N,3
9194,22,60000,MORTGAGE,7.0,EDUCATION,D,10000,,0,0.17,N,3
9197,21,19968,RENT,4.0,MEDICAL,C,5000,,1,0.25,N,3
9210,25,60000,MORTGAGE,8.0,EDUCATION,C,8000,,0,0.13,N,3
9234,24,23000,RENT,1.0,PERSONAL,C,5000,,0,0.22,Y,2
9235,24,23000,RENT,2.0,EDUCATION,B,5000,,0,0.22,N,4
9245,21,24000,RENT,5.0,EDUCATION,B,5000,,0,0.21,N,4
9246,21,24000,RENT,3.0,HOMEIMPROVEMENT,D,5000,,1,0.21,Y,2
9262,21,24996,RENT,0.0,DEBTCONSOLIDATION,D,5000,,1,0.2,N,3
9264,22,24996,RENT,3.0,MEDICAL,D,5000,,1,0.2,Y,3
9265,21,24996,RENT,1.0,DEBTCONSOLIDATION,C,5000,,0,0.2,Y,3
9271,24,25000,RENT,5.0,VENTURE,A,5000,,0,0.2,N,4
9282,22,60612,MORTGAGE,6.0,PERSONAL,B,5300,,0,0.09,N,4
9300,21,61000,MORTGAGE,6.0,PERSONAL,C,6000,,0,0.1,N,3
9301,22,27000,RENT,0.0,VENTURE,D,5000,,1,0.19,Y,2
9305,21,27200,RENT,0.0,MEDICAL,C,5000,,0,0.18,N,3
9323,26,61000,MORTGAGE,8.0,MEDICAL,B,21000,,0,0.34,N,2
9346,23,61200,MORTGAGE,2.0,VENTURE,A,9000,,0,0.15,N,2
9356,22,55200,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7200,,1,0.13,N,4
9369,23,61440,OWN,6.0,PERSONAL,B,2500,,0,0.04,N,3
9375,23,67200,RENT,,VENTURE,C,8000,,0,0.12,N,3
9399,24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,3
9416,23,62000,OWN,2.0,VENTURE,B,5575,,0,0.09,N,3
9425,23,62000,MORTGAGE,3.0,MEDICAL,A,9000,,0,0.15,N,4
9444,24,62000,MORTGAGE,1.0,MEDICAL,A,20000,,0,0.32,N,4
9447,23,62000,MORTGAGE,2.0,PERSONAL,A,10000,,0,0.16,N,2
9476,26,62000,MORTGAGE,2.0,PERSONAL,B,12000,,0,0.19,N,4
9484,22,90000,RENT,5.0,PERSONAL,D,8000,,0,0.09,N,3
9529,25,120000,RENT,1.0,EDUCATION,B,8000,,0,0.07,N,3
9541,26,62400,MORTGAGE,10.0,DEBTCONSOLIDATION,A,11000,,0,0.18,N,3
9542,25,135000,RENT,9.0,VENTURE,B,8000,,0,0.06,N,3
9559,24,85000,RENT,6.0,HOMEIMPROVEMENT,A,8100,,0,0.1,N,2
9583,21,33000,RENT,4.0,PERSONAL,B,8250,,0,0.25,N,2
9588,26,62690,MORTGAGE,7.0,MEDICAL,B,4400,,0,0.07,N,4
9610,25,63000,MORTGAGE,6.0,VENTURE,F,11000,,0,0.17,Y,3
9613,25,34000,RENT,8.0,PERSONAL,D,8400,,0,0.25,N,4
9621,23,30000,RENT,1.0,EDUCATION,A,8400,,1,0.28,N,3
9626,22,63000,OWN,6.0,EDUCATION,D,9000,,0,0.14,N,4
9627,22,63000,MORTGAGE,6.0,MEDICAL,B,15000,,0,0.24,N,3
9639,21,63000,MORTGAGE,5.0,VENTURE,E,4800,,0,0.08,Y,4
9654,22,63000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,,0,0.06,N,2
9657,25,63000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11600,,0,0.18,N,4
9658,25,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7775,,0,0.12,N,3
9673,24,63000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,,0,0.11,N,3
9687,24,66000,RENT,0.0,HOMEIMPROVEMENT,A,8400,,0,0.13,N,2
9697,26,90000,RENT,8.0,PERSONAL,C,8400,,0,0.09,N,2
9699,22,63500,MORTGAGE,5.0,EDUCATION,B,7200,,0,0.11,N,3
9700,22,63500,MORTGAGE,3.0,EDUCATION,C,7000,,0,0.11,N,2
9701,23,130000,RENT,0.0,MEDICAL,A,8400,,0,0.06,N,4
9705,23,18000,RENT,2.0,HOMEIMPROVEMENT,C,8500,,1,0.47,Y,3
9724,23,58000,MORTGAGE,7.0,PERSONAL,D,16500,,1,0.28,Y,4
9733,24,64000,OWN,1.0,EDUCATION,A,3000,,0,0.05,N,4
9743,22,64000,MORTGAGE,6.0,EDUCATION,A,6000,,0,0.09,N,4
9744,24,64000,MORTGAGE,8.0,VENTURE,B,8000,,0,0.13,N,3
9763,22,23900,RENT,0.0,PERSONAL,B,9000,,1,0.38,N,2
9769,24,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,,0,0.16,N,4
9784,22,30000,RENT,2.0,EDUCATION,B,9000,,0,0.3,N,3
9793,23,64500,MORTGAGE,0.0,MEDICAL,A,10000,,0,0.16,N,4
9795,23,64500,MORTGAGE,4.0,EDUCATION,A,5000,,0,0.08,N,2
9805,22,33600,RENT,6.0,PERSONAL,D,9000,,1,0.27,N,4
9811,26,64700,MORTGAGE,5.0,HOMEIMPROVEMENT,C,17500,,0,0.27,Y,2
9815,22,29000,RENT,7.0,MEDICAL,B,9000,,1,0.31,N,2
9821,26,64800,OWN,11.0,MEDICAL,A,3000,,0,0.05,N,4
9823,22,36000,RENT,3.0,EDUCATION,C,9000,,0,0.25,Y,2
9846,23,33359,RENT,2.0,EDUCATION,A,9000,,1,0.27,N,4
9910,25,46500,RENT,9.0,MEDICAL,C,9000,,0,0.19,N,3
9932,23,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2275,,0,0.04,N,2
9968,24,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,,0,0.31,N,3
9972,26,55000,RENT,0.0,VENTURE,A,9000,,0,0.16,N,2
9980,24,54996,RENT,6.0,MEDICAL,B,9100,,0,0.17,N,2
10043,22,66800,RENT,2.0,DEBTCONSOLIDATION,A,9300,,0,0.14,N,3
10054,22,65000,MORTGAGE,6.0,VENTURE,B,6000,,0,0.09,N,2
10088,23,34000,RENT,1.0,VENTURE,C,9500,,1,0.28,N,3
10090,22,59000,OTHER,3.0,MEDICAL,D,12000,,1,0.2,Y,3
10094,25,46000,RENT,1.0,MEDICAL,B,9500,,0,0.21,N,3
10100,22,59000,OTHER,1.0,DEBTCONSOLIDATION,D,15000,,1,0.25,Y,2
10106,26,65000,MORTGAGE,6.0,MEDICAL,B,9250,,0,0.14,N,2
10145,23,33280,RENT,2.0,VENTURE,C,9600,,0,0.29,N,4
10148,22,65004,MORTGAGE,5.0,EDUCATION,A,6500,,0,0.1,N,2
10176,21,65253,MORTGAGE,5.0,VENTURE,A,16075,,0,0.25,N,3
10185,23,65500,MORTGAGE,3.0,PERSONAL,B,16800,,0,0.26,N,2
10195,24,65600,MORTGAGE,8.0,VENTURE,A,10000,,0,0.15,N,3
10205,24,50500,RENT,7.0,HOMEIMPROVEMENT,A,9600,,0,0.19,N,2
10206,25,51000,RENT,0.0,MEDICAL,C,9600,,0,0.19,Y,2
10212,21,53000,RENT,3.0,PERSONAL,D,9600,,0,0.18,Y,4
10226,22,49000,RENT,3.0,DEBTCONSOLIDATION,D,9600,,1,0.2,N,2
10227,23,66000,MORTGAGE,4.0,VENTURE,B,3000,,0,0.05,N,4
10259,22,66000,MORTGAGE,6.0,VENTURE,B,2400,,0,0.04,N,2
10275,21,78000,RENT,3.0,DEBTCONSOLIDATION,C,9600,,0,0.12,Y,3
10282,26,80000,RENT,4.0,EDUCATION,A,9600,,0,0.12,N,2
10347,23,67000,MORTGAGE,7.0,VENTURE,A,10000,,0,0.15,N,3
10360,21,24000,RENT,5.0,EDUCATION,A,10000,,1,0.42,N,2
10361,26,24000,RENT,3.0,MEDICAL,A,10000,,1,0.42,N,2
10370,22,24000,RENT,6.0,DEBTCONSOLIDATION,A,10000,,1,0.42,N,3
10374,23,67000,OWN,7.0,PERSONAL,C,6400,,0,0.1,N,3
10376,26,24996,RENT,2.0,PERSONAL,B,10000,,1,0.4,N,4
10377,24,67000,OWN,3.0,VENTURE,C,13000,,0,0.19,Y,3
10379,21,25000,RENT,1.0,PERSONAL,A,10000,,1,0.4,N,4
10391,25,67200,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,,0,0.22,N,4
10398,24,61200,MORTGAGE,8.0,EDUCATION,C,2500,,1,0.04,N,4
10410,21,52244,MORTGAGE,5.0,MEDICAL,C,4000,,1,0.07,N,2
10415,21,26400,RENT,3.0,MEDICAL,A,10000,,1,0.38,N,2
10420,23,27000,RENT,5.0,MEDICAL,B,10000,,1,0.37,N,2
10424,23,27996,RENT,7.0,DEBTCONSOLIDATION,A,10000,,1,0.36,N,2
10466,25,68000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8000,,0,0.12,N,3
10467,24,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,,1,0.33,Y,3
10472,24,68000,MORTGAGE,1.0,VENTURE,A,6000,,0,0.09,N,2
10482,23,30000,RENT,4.0,PERSONAL,D,10000,,1,0.33,Y,4
10484,22,68000,MORTGAGE,6.0,EDUCATION,B,10000,,0,0.15,N,2
10492,23,68000,OWN,2.0,VENTURE,A,14000,,0,0.21,N,3
10498,26,68000,MORTGAGE,10.0,EDUCATION,A,6500,,0,0.1,N,2
10505,22,31000,RENT,4.0,PERSONAL,A,10000,,1,0.32,N,4
10509,23,68000,MORTGAGE,0.0,EDUCATION,A,4000,,0,0.06,N,4
10511,26,68000,MORTGAGE,9.0,EDUCATION,C,12000,,0,0.18,Y,3
10524,24,68069,MORTGAGE,,VENTURE,A,8100,,0,0.12,N,4
10527,25,68250,MORTGAGE,3.0,EDUCATION,A,17000,,0,0.25,N,3
10543,21,33000,RENT,5.0,DEBTCONSOLIDATION,D,10000,,1,0.3,N,4
10545,22,68500,MORTGAGE,3.0,PERSONAL,B,12000,,0,0.18,N,4
10555,22,33600,RENT,2.0,MEDICAL,B,10000,,0,0.3,N,4
10561,23,68686,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,,0,0.09,N,2
10569,24,35000,RENT,1.0,DEBTCONSOLIDATION,B,10000,,0,0.29,N,4
10587,22,35000,RENT,2.0,VENTURE,B,10000,,0,0.29,N,2
10593,21,35364,RENT,3.0,VENTURE,B,10000,,0,0.28,N,4
10598,26,69000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,,0,0.16,N,2
10602,26,36000,RENT,7.0,VENTURE,B,10000,,0,0.28,N,3
10615,22,69383,MORTGAGE,6.0,PERSONAL,C,8500,,0,0.12,Y,3
10626,25,36000,RENT,2.0,PERSONAL,B,10000,,0,0.28,N,2
10636,26,69654,MORTGAGE,10.0,MEDICAL,C,7500,,0,0.11,Y,3
10637,24,69684,MORTGAGE,4.0,MEDICAL,B,2400,,0,0.03,N,4
10654,22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
10657,24,69996,OWN,4.0,MEDICAL,A,10000,,0,0.14,N,2
10663,23,69996,OWN,2.0,EDUCATION,B,10000,,0,0.14,N,4
10671,24,38000,RENT,6.0,EDUCATION,B,10000,,0,0.26,N,4
10676,24,69996,MORTGAGE,5.0,VENTURE,A,12000,,0,0.17,N,2
10681,26,38000,RENT,10.0,VENTURE,B,10000,,0,0.26,N,3
10688,26,70000,MORTGAGE,,PERSONAL,A,5000,,0,0.07,N,4
10702,24,38700,RENT,2.0,MEDICAL,B,10000,,0,0.26,N,3
10722,23,39996,RENT,8.0,MEDICAL,B,10000,,0,0.25,N,2
10724,25,70000,OWN,9.0,HOMEIMPROVEMENT,B,10000,,0,0.14,N,2
10734,22,40000,RENT,2.0,EDUCATION,B,10000,,0,0.25,N,4
10735,22,70000,MORTGAGE,4.0,VENTURE,A,5025,,0,0.07,N,2
10737,23,70000,MORTGAGE,7.0,EDUCATION,B,16000,,0,0.23,N,4
10738,23,40000,RENT,7.0,EDUCATION,C,10000,,0,0.25,N,2
10760,21,40000,RENT,5.0,EDUCATION,A,10000,,0,0.25,N,2
10767,26,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8000,,0,0.11,N,2
10773,24,40000,RENT,3.0,VENTURE,A,10000,,0,0.25,N,2
10784,22,34000,RENT,2.0,EDUCATION,D,10000,,1,0.29,Y,3
10793,22,70000,MORTGAGE,6.0,EDUCATION,A,6800,,0,0.1,N,4
10795,22,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,,1,0.09,N,2
10799,23,42000,RENT,4.0,VENTURE,C,10000,,0,0.24,N,2
10808,23,42000,RENT,0.0,MEDICAL,B,10000,,0,0.24,N,4
10810,22,42000,RENT,6.0,PERSONAL,C,10000,,0,0.24,Y,4
10813,26,70000,MORTGAGE,5.0,MEDICAL,C,4800,,0,0.07,Y,4
10814,24,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,25000,,0,0.36,N,3
10823,26,42900,RENT,3.0,PERSONAL,D,10000,,0,0.23,N,3
10824,24,70000,MORTGAGE,7.0,MEDICAL,B,25000,,0,0.36,N,2
10828,21,43000,RENT,3.0,PERSONAL,C,10000,,0,0.23,N,4
10841,22,37200,RENT,6.0,PERSONAL,B,10000,,1,0.27,N,2
